prices,market_caps,total_volumes,date
78.5793159076615,0.0,1366517.701444019,2020-06-16 02:00:00
78.5793159076615,0.0,1366517.701444019,2020-06-17 02:00:00
67.30638592952745,0.0,657181.0114823724,2020-06-18 02:00:00
146.27337208201072,0.0,6165497.831976559,2020-06-19 02:00:00
220.1418163017102,566780576.179709,8014016.656620962,2020-06-20 02:00:00
259.89067348842735,667044801.7623014,5221125.519389377,2020-06-21 02:00:00
336.2163225855168,864031335.3277934,11975876.405858336,2020-06-22 02:00:00
280.3043981370307,721437309.9298595,8792479.461859748,2020-06-23 02:00:00
241.56823910070008,623040869.6520185,7932532.624187416,2020-06-24 02:00:00
209.0654521868758,560416474.8779235,14578591.262662342,2020-06-25 02:00:00
229.96968605615822,617581038.7106763,32750368.925045915,2020-06-26 02:00:00
262.0429014793013,760591168.620372,26846918.921033945,2020-06-27 02:00:00
231.23109657392015,683262624.3637494,15670429.060781622,2020-06-28 02:00:00
241.69818691811412,709092338.9954795,13121696.662296055,2020-06-29 02:00:00
233.21412365694977,686391453.5131743,9768925.790242942,2020-06-30 02:00:00
215.73227748659986,637581261.4496785,13354955.481764197,2020-07-01 02:00:00
200.6906765043546,595615385.2880422,11521520.060854016,2020-07-02 02:00:00
179.95810704235356,533305699.5778476,15063373.346061056,2020-07-03 02:00:00
172.06432252087313,510332383.5319393,11465907.795416936,2020-07-04 02:00:00
180.50676317722628,537651437.9520783,13593487.534362502,2020-07-05 02:00:00
200.39074088330582,590854010.6156856,36087313.46203297,2020-07-06 02:00:00
195.4014324848475,596533817.8480021,21626779.536530577,2020-07-07 02:00:00
187.28908464995362,571709346.1552913,14688414.395898106,2020-07-08 02:00:00
184.9992526355154,564518972.8717724,74247615.37401098,2020-07-09 02:00:00
180.00010031288932,550776849.0650437,65113703.78832743,2020-07-10 02:00:00
174.99359347036278,537043993.7033906,61001001.2320873,2020-07-11 02:00:00
177.80057762841017,544708607.4835863,61603317.54836661,2020-07-12 02:00:00
176.22412145799947,540235646.8961241,59387970.800737225,2020-07-13 02:00:00
165.90766081434822,508777141.3787249,57159072.7957186,2020-07-14 02:00:00
164.07860574467736,505289305.3261968,37928363.03405589,2020-07-15 02:00:00
160.4029858589221,495267602.35692537,22840895.25182379,2020-07-16 02:00:00
155.11450908839558,477246774.9917366,28739825.09649141,2020-07-17 02:00:00
168.5605862928406,519876009.4790554,51587081.491956756,2020-07-18 02:00:00
163.74017868428234,504494524.8734033,31628583.91682516,2020-07-19 02:00:00
163.03416597053234,503762734.70598495,23560240.417577077,2020-07-20 02:00:00
158.32828104124778,490439102.158228,51980874.663450584,2020-07-21 02:00:00
159.72277353136747,493327026.20085627,26935893.05189756,2020-07-22 02:00:00
157.81250138351217,488519532.93350875,32304639.614750613,2020-07-23 02:00:00
156.91345753607843,486204081.94236463,31638422.772200603,2020-07-24 02:00:00
155.09386731231245,480611709.404592,20446362.074563656,2020-07-25 02:00:00
155.5391991440432,482864350.13427204,23613398.34113708,2020-07-26 02:00:00
157.62621141648594,489904063.5909361,37241976.64442722,2020-07-27 02:00:00
